iter	RMSE
178	0.02948865816
179	0.02946618178
180	0.02943651984
181	0.02940982448
182	0.02939059031
183	0.02936510296
184	0.02934327053
185	0.02931973381
186	0.02929844493
187	0.02927500526
188	0.02925567413
189	0.0292307077
190	0.02920572494
191	0.02918552653
192	0.02916879771
193	0.02914872553
194	0.02912523007
195	0.02910393503
196	0.02907951206
197	0.02905617125
198	0.02902632264
199	0.02900688196
200	0.02898683951
201	0.02897153591
202	0.0289492125
203	0.02893115976
204	0.02891663249
205	0.02889255976
206	0.02887947094
207	0.0288612283
208	0.02884019782
209	0.02882326074
210	0.02880816757
211	0.02878706598
212	0.02877120634
213	0.02875689972
214	0.02873828568
215	0.02872285268
216	0.02870019111
217	0.02867838006
218	0.02865961789
219	0.02864558799
220	0.0286281306
221	0.02861366543
222	0.02859749249
223	0.02858318897
224	0.02856894596
225	0.02854906828
226	0.02853723547
227	0.02851165242
228	0.02849935474
229	0.02848202354
230	0.0284619996
231	0.02844582277
232	0.02842775881
233	0.02841124451
234	0.02839264042
235	0.02838209398
236	0.02836455613
237	0.02834824449
238	0.02833046834
239	0.02831039233
240	0.02829942289
241	0.02828742524
242	0.02827258816
243	0.0282548219
244	0.02824766406
245	0.02823645952
246	0.02821901769
247	0.02820775206
248	0.02819161891
249	0.02818126333
250	0.02816300471
251	0.02814476223
252	0.02813601716
253	0.02812351282
254	0.0281149182
255	0.02809230367
256	0.02808032905
257	0.02806477271
258	0.02804447768
259	0.02803094938
260	0.02802108945
261	0.02800215849
262	0.02799175737
263	0.02797552263
264	0.02796195811
265	0.02795456405
266	0.0279386561
267	0.02792503965
268	0.02791425845
269	0.02790446828
270	0.02789079832
271	0.02787449593
272	0.02786516358
273	0.02784997231
274	0.02783481578
275	0.02782433205
276	0.02780680611
277	0.02780029238
278	0.02779021773
279	0.02777850347
280	0.02777205018
281	0.02775536157
282	0.02774119685
283	0.02772430556
284	0.02771239945
285	0.02770033747
286	0.02769148225
287	0.02767706533
288	0.02766569743
289	0.02764900148
290	0.02763758544
291	0.02762243051
292	0.0276079291
293	0.02758856215
294	0.02757778948
295	0.02757159997
296	0.02756626292
297	0.02755164692
298	0.02754438931
299	0.02753163118
300	0.02752071905
301	0.02751313588
302	0.02749951599
303	0.02748789137
304	0.02747733378
305	0.02745640069
306	0.02744469505
307	0.02742702144
308	0.02741316592
309	0.02740380588
310	0.02739731726
311	0.02738504652
312	0.02737239641
313	0.02736285472
314	0.02735645333
315	0.02734300656
316	0.02733290747
317	0.02732488647
318	0.02731433106
319	0.02730251732
320	0.02729927691
321	0.02728508835
322	0.02727642271
323	0.02726544527
324	0.02725081812
325	0.02723760706
326	0.02722538145
327	0.02721234036
328	0.02720339994
329	0.02719403754
330	0.02718622935
331	0.0271781145
332	0.0271662552
333	0.027153984
334	0.02714297954
335	0.02713420117
336	0.02712456209
337	0.02711860193
338	0.02710823676
339	0.02710022713
340	0.0270869119
341	0.02708010537
342	0.0270732953
343	0.02706321135
344	0.02705654436
345	0.02704720353
346	0.02703702491
347	0.02702634628
348	0.02701765581
349	0.02700104245
350	0.02698872906
351	0.02697486674
352	0.02696966546
353	0.02696487063
354	0.0269549062
355	0.02694951616
356	0.02694463269
357	0.02693502998
358	0.02692451899
359	0.02691291945
360	0.02690744402
361	0.02689527478
362	0.0268813223
363	0.02686954619
364	0.02685908133
365	0.02684738871
366	0.02683509849
367	0.02682138036
368	0.02681395568
369	0.02680364945
370	0.02679533754
371	0.02678670184
372	0.02677755609
373	0.02677051475
374	0.02675903301
375	0.02675326977
376	0.02674402324
377	0.02673428144
378	0.02672572274
379	0.02671989425
380	0.02671217448
381	0.02669978586
382	0.02669251203
383	0.02668240835
384	0.02667442047
385	0.02666893104
386	0.0266620523
387	0.02665064088
388	0.02663888252
389	0.02662729973
390	0.02661647024
391	0.02661246601
392	0.02660726865
393	0.02659698386
394	0.02658520855
395	0.02657996085
396	0.02656797424
397	0.02655547845
398	0.02654981862
399	0.02654309446
400	0.02652960468
401	0.02652256529
402	0.02651151262
403	0.02650616587
404	0.02649904452
405	0.02649151884
406	0.02648340441
407	0.02647554169
408	0.0264656571
409	0.02646136361
410	0.02645322111
411	0.02644422835
412	0.02643429254
413	0.02642811354
414	0.02641850236
415	0.02641411377
416	0.02640799387
417	0.02640124517
418	0.0263944407
419	0.02638816432
420	0.02637893802
421	0.02637269537
422	0.02636398717
423	0.02635780571
424	0.02635052416
425	0.02634156084
426	0.02633697079
427	0.02633070577
428	0.02632548869
429	0.0263200214
430	0.02631417122
431	0.026307731
432	0.02629927304
433	0.02629060626
434	0.02628304926
435	0.02627107965
436	0.02626379464
437	0.02625789051
438	0.02625122314
439	0.02624445296
440	0.02623432682
441	0.02622596468
442	0.02621397563
443	0.02620349383
444	0.02619710761
445	0.02619150706
446	0.02618141734
447	0.02617273748
448	0.02616460779
449	0.026156826
450	0.02614885626
451	0.02614047236
452	0.02613224614
453	0.02612218196
454	0.0261155125
455	0.02610871062
456	0.02610209016
457	0.02609313679
458	0.0260860925
459	0.0260758019
460	0.02606900027
461	0.02605907314
462	0.02605313676
463	0.02604523274
464	0.02603503025
465	0.02602772461
466	0.02601935584
467	0.026010186
468	0.0260006024
469	0.02599033919
470	0.02598045237
471	0.02597243928
472	0.02596116283
473	0.02595302655
474	0.02594519374
475	0.02593576397
476	0.02592562412
477	0.02591680209
478	0.02591233899
479	0.02590400558
480	0.0258945366
481	0.02588447551
482	0.02587633593
483	0.02586856101
484	0.02586071693
485	0.02585243106
486	0.02584133771
487	0.02583255691
488	0.0258237082
489	0.02581615059
490	0.02580871063
491	0.0258032804
492	0.0257951866
493	0.02578975584
494	0.02578239951
495	0.0257746865
496	0.02576981675
497	0.02576389794
498	0.02575597394
499	0.02574781576
500	0.02573853527
501	0.02573409099
502	0.02572694525
503	0.02571706828
504	0.02571343619
505	0.02570602277
506	0.0257009136
507	0.02569510663
508	0.02569040742
509	0.02568551941
510	0.0256791679
511	0.02567456398
512	0.02566865093
513	0.02566202802
514	0.02565267208
515	0.02564558079
516	0.02563785009
517	0.02563177792
518	0.02562653186
519	0.02561668542
520	0.02560978832
521	0.02560200008
522	0.02559340564
523	0.02558670459
524	0.02558280607
525	0.02557210769
526	0.02556289548
527	0.02555587293
528	0.0255471994
529	0.02553847309
530	0.0255343345
531	0.02552696086
532	0.02551757539
533	0.02551083433
534	0.02550677713
535	0.02549934763
536	0.02549104348
537	0.0254840045
538	0.02547683818
539	0.02546826512
540	0.02545987974
541	0.02545242884
542	0.02544370466
543	0.025438716
544	0.02543232927
545	0.02542363693
546	0.02541497559
547	0.02541009293
548	0.02540331623
549	0.02539339066
550	0.02538556757
551	0.0253796637
552	0.0253728099
553	0.0253673997
554	0.02536151006
555	0.02535639605
556	0.02534919815
557	0.02534366801
558	0.02533820928
559	0.02533410519
560	0.02533001662
561	0.02532403847
562	0.02531610941
563	0.0253064389
564	0.02530243599
565	0.02529416361
566	0.02528696177
567	0.02528232106
568	0.02527592197
569	0.02527081646
570	0.02526417763
571	0.0252550755
572	0.02525111743
573	0.02524342158
574	0.02523910855
575	0.02523148147
576	0.02522348565
577	0.02521793526
578	0.02520930925
579	0.02520148605
580	0.02519595369
581	0.02519188146
582	0.02518870558
583	0.02518490814
584	0.02518016248
585	0.02517648895
586	0.02517283441
587	0.02516870285
588	0.02516349852
589	0.02515901634
590	0.0251545227
591	0.02515065141
592	0.02514400016
593	0.02513775894
594	0.02513257969
595	0.02512862648
596	0.0251254261
597	0.02511968152
598	0.02511229788
599	0.02510725037
600	0.02510102511
601	0.02509434326
602	0.02509083846
603	0.0250852966
604	0.02508036789
605	0.02507368779
606	0.02506937386
607	0.02506400655
608	0.02505956633
609	0.02505294558
610	0.0250486228
611	0.02504346894
612	0.02503926603
613	0.02503193804
614	0.02502414277
615	0.02501878203
616	0.02501258981
617	0.02500698835
618	0.02500181709
619	0.02499713536
620	0.02499149563
621	0.02498649965
622	0.02498225724
623	0.02497634784
624	0.02497007528
625	0.02496379014
626	0.02495999128
627	0.02495446404
628	0.02494889287
629	0.02494223841
630	0.0249354518
631	0.02493105322
632	0.02492756768
633	0.02492476482
634	0.02491946479
635	0.02491246009
636	0.02490921096
637	0.02490519909
638	0.02489891649
639	0.02489546863
640	0.02489112447
641	0.02488530726
642	0.02488153823
643	0.02487604252
644	0.02487335756
645	0.02486756447
646	0.0248647269
647	0.02485938044
648	0.0248535805
649	0.02485040553
650	0.02484512334
651	0.02483922791
652	0.0248317538
653	0.02482508627
654	0.02481994856
655	0.02481467558
656	0.02481207719
657	0.02480698072
658	0.02480295525
659	0.02479979428
660	0.02479708334
661	0.02479497283
662	0.02479123565
663	0.02478575893
664	0.02478076297
665	0.0247755877
666	0.02477080019
667	0.02476418668
668	0.02476121615
669	0.02475876624
670	0.02475390627
671	0.02475168469
672	0.02474641733
673	0.02474154625
674	0.02473761406
675	0.0247323052
676	0.02472873041
677	0.02472616465
678	0.02472099392
679	0.02471648648
680	0.02471014981
681	0.02470508765
682	0.02470027075
683	0.02469490671
684	0.02469109199
685	0.02468846259
686	0.02468254142
687	0.02467946556
688	0.02467390686
689	0.02467180069
690	0.02466687673
691	0.02466289193
692	0.02465869481
693	0.02465486794
694	0.02465122263
695	0.02464699485
696	0.02464477359
697	0.02464006119
698	0.02463563342
699	0.02462977463
700	0.02462472486
701	0.02462084382
702	0.02461458786
703	0.02461218018
704	0.02460799047
705	0.02460567926
706	0.0246011223
707	0.0245967928
708	0.02459292516
709	0.02458809874
710	0.02458417327
711	0.02458098972
712	0.02457786448
713	0.02457212622
714	0.02456642733
715	0.02456294939
716	0.02455703724
717	0.02455058874
718	0.02454534428
719	0.02454328953
720	0.02453926437
721	0.02453382854
722	0.02453107216
723	0.02452736974
724	0.02452327701
725	0.02452093463
726	0.02451675807
727	0.02451458849
728	0.02450912734
729	0.02450451376
730	0.024500287
731	0.02449622621
732	0.02449383316
733	0.0244915357
734	0.02448793217
735	0.02448338217
736	0.02448053641
737	0.02447591412
738	0.02447320987
739	0.0244706969
740	0.02446716005
741	0.02446152028
742	0.02445714014
743	0.02445485902
744	0.02444987795
745	0.02444424358
746	0.02443957391
747	0.02443515199
748	0.02443122756
749	0.02442754358
750	0.02442333954
751	0.02442039868
752	0.02441595377
753	0.02441112455
754	0.02440557416
755	0.02440319018
756	0.02439881758
757	0.02439508928
758	0.02439138133
759	0.02438856689
760	0.02438649555
761	0.02438014716
762	0.02437611915
763	0.02437359607
764	0.02436729409
765	0.02436356996
766	0.02435774218
767	0.02435195647
768	0.02434774139
769	0.02434333252
770	0.02433841316
771	0.02433499342
772	0.02433059722
773	0.02432728667
774	0.02432398409
775	0.02432205009
776	0.0243177047
777	0.02431211727
778	0.02430767644
779	0.02430245896
780	0.02429963523
781	0.02429410695
782	0.02429086825
783	0.02428755636
784	0.02428327129
785	0.02428117754
786	0.02427852116
787	0.02427354619
788	0.02427050905
789	0.02426607772
790	0.02426372274
791	0.02425999474
792	0.02425630945
793	0.02425124863
794	0.02424813644
795	0.02424561958
796	0.02424336598
797	0.02424138671
798	0.02423435188
799	0.02422957998
800	0.02422556681
801	0.02422057334
802	0.02421541281
803	0.02421043723
804	0.02420812147
805	0.02420409751
806	0.02420153579
807	0.02419507459
808	0.02419260069
809	0.024188909
810	0.02418650041
811	0.02418229727
812	0.02417779177
813	0.0241755616
814	0.02417258546
815	0.02416532911
816	0.02416093433
817	0.02415762797
818	0.0241551193
819	0.0241522157
820	0.02415020453
821	0.02414731643
822	0.02414435265
823	0.02413947101
824	0.02413641877
825	0.02413265065
826	0.02413031203
827	0.02412581327
828	0.02412329159
829	0.02411949959
830	0.02411470289
831	0.02411361063
832	0.02410928431
833	0.02410554643
834	0.02410143034
835	0.02409935745
836	0.0240961291
837	0.02409373414
838	0.02409049189
839	0.02408849689
840	0.02408401838
841	0.02408083825
842	0.02407816983
843	0.02407577401
844	0.02406936534
845	0.02406466827
846	0.02406062617
847	0.02405975056
848	0.02405580912
849	0.02405178876
850	0.02404749681
851	0.02404563664
852	0.02404181869
853	0.02403699888
854	0.02403040961
855	0.02402581483
856	0.02402155442
857	0.02401992826
858	0.02401606965
859	0.02401296421
860	0.0240098997
861	0.02400635197
862	0.02400297543
863	0.02399935773
864	0.02399748244
865	0.02399465106
866	0.02399249199
867	0.02398997692
868	0.02398640829
869	0.02398358408
870	0.02398093724
871	0.0239777701
872	0.02397357016
873	0.02396873437
874	0.02396440924
875	0.02396116617
876	0.02395886279
877	0.02395682211
878	0.02395480681
879	0.02395070828
880	0.02394697323
881	0.02394386107
882	0.02393908583
883	0.02393609907
884	0.02393156439
885	0.02392809428
886	0.02392518303
887	0.02392178693
888	0.0239183213
889	0.02391619243
890	0.02391497568
891	0.02391264648
892	0.02390934722
893	0.0239067082
894	0.02390313703
895	0.02390143182
896	0.0238965965
897	0.02389137444
898	0.02388947396
899	0.02388413108
900	0.02388260777
901	0.02387919216
902	0.02387597661
903	0.02387393769
904	0.0238719229
905	0.02386812011
906	0.02386516222
907	0.02386228551
908	0.02385963617
909	0.0238548354
910	0.02385190996
911	0.02384767723
912	0.02384526961
913	0.02384176722
914	0.02384034431
915	0.02383694813
916	0.0238338958
917	0.02383009681
918	0.02382772394
919	0.02382292389
920	0.02381814258
921	0.0238153255
922	0.02381162743
923	0.02380806982
924	0.02380512227
925	0.02380323956
926	0.02379993242
927	0.02379671441
928	0.02379443823
929	0.02379135923
930	0.02378748636
931	0.02378486155
932	0.02378457634
933	0.02378073747
934	0.02377801687
935	0.02377444212
936	0.02377262453
937	0.0237699748
938	0.02376897641
939	0.02376652876
940	0.02376418691
941	0.02376185233
942	0.02375965184
943	0.02375749211
944	0.02375509356
945	0.02375304132
946	0.02374801335
947	0.02374623822
948	0.02374292104
949	0.02374011137
950	0.02373617275
951	0.02373388055
952	0.02373159484
953	0.02372858712
954	0.02372459546
955	0.02372131332
956	0.02371790229
957	0.02371492231
958	0.02371179552
959	0.02370907872
960	0.02370602002
961	0.02370133711
962	0.02369970903
963	0.02369558457
964	0.02369422612
965	0.02369192486
966	0.02368897987
967	0.02368532379
968	0.02368252038
969	0.02367991579
970	0.02367567038
971	0.02367405498
972	0.02367105664
973	0.02366903665
974	0.02366699171
975	0.02366385969
976	0.02366228168
977	0.02365873139
978	0.02365592893
979	0.02365289052
980	0.02364983895
981	0.0236468058
982	0.02364237841
983	0.02363895817
984	0.02363637551
985	0.02363361855
986	0.02363106345
987	0.02362788624
988	0.02362550843
989	0.02362284643
990	0.02362092106
991	0.02361976177
992	0.02361682126
993	0.02361489141
994	0.02361001443
995	0.02360600745
996	0.02360314142
997	0.02360178365
998	0.02359964678
999	0.02359493857
1000	0.02359094407
1001	0.02358959397
1002	0.02358722721
1003	0.02358480128
1004	0.02358260204
1005	0.02357899944
1006	0.02357800121
1007	0.02357415482
1008	0.02357222154
1009	0.02356813969
1010	0.02356504658
1011	0.02356066198
1012	0.02355639061
1013	0.02355546349
1014	0.02355199147
1015	0.02354984238
1016	0.02354556712
1017	0.02354333327
1018	0.0235414157
1019	0.02354080302
1020	0.02353894298
1021	0.0235367706
1022	0.02353174503
1023	0.02352788087
1024	0.02352522289
1025	0.02352337064
1026	0.02352070857
1027	0.0235178487
1028	0.02351595721
1029	0.02351333679
1030	0.02350994298
1031	0.02350681514
1032	0.02350293936
1033	0.0234993178
1034	0.02349461737
1035	0.02348977766
1036	0.02348640546
1037	0.02348173631
1038	0.02347765361
1039	0.02347398537
1040	0.02347133418
1041	0.0234685115
1042	0.02346415549
1043	0.0234616294
1044	0.02345822703
1045	0.02345467794
1046	0.02344998696
1047	0.02344746797
1048	0.02344437205
1049	0.02343968692
1050	0.02343605507
1051	0.02343352972
1052	0.02342973374
1053	0.0234291482
1054	0.02342716826
1055	0.02342555937
1056	0.02342302137
1057	0.02341777803
1058	0.02341500473
1059	0.02341135642
1060	0.02340778264
1061	0.02340420013
1062	0.02340062817
1063	0.02339968669
1064	0.02339640022
1065	0.02339607241
1066	0.02339373062
1067	0.02339201966
1068	0.02338896231
1069	0.02338545051
1070	0.0233822231
1071	0.02337969124
1072	0.02337659213
1073	0.02337370699
1074	0.02337008104
1075	0.02336804342
1076	0.02336435892
1077	0.02336033669
1078	0.02335815632
1079	0.02335458563
1080	0.02335127466
1081	0.02334836715
1082	0.02334493606
1083	0.02334303793
1084	0.02334142694
1085	0.02333919582
1086	0.02333549146
1087	0.02333274726
1088	0.02333086761
1089	0.02332846232
1090	0.02332586545
1091	0.02332388186
1092	0.02332187168
1093	0.02331882888
1094	0.02331689365
1095	0.02331325555
1096	0.02331122107
1097	0.02330838765
1098	0.02330423641
1099	0.02330185158
1100	0.02329910014
1101	0.02329438421
1102	0.02329171692
1103	0.02328958553
1104	0.02328708602
1105	0.02328334156
1106	0.02327931869
1107	0.02327664695
1108	0.02327320392
1109	0.02327062738
1110	0.02326710529
1111	0.02326472515
1112	0.02326186743
1113	0.02325925551
1114	0.02325661852
1115	0.02325337918
1116	0.02324987493
1117	0.02324737719
1118	0.02324521556
1119	0.02324057736
1120	0.02323791571
1121	0.02323611635
1122	0.0232323923
1123	0.02323029501
1124	0.02322789286
1125	0.02322544731
1126	0.02322306814
1127	0.02322054351
1128	0.02321944369
1129	0.02321703425
1130	0.02321467868
1131	0.0232114025
1132	0.02320912499
1133	0.02320582207
1134	0.02320476219
1135	0.0232001765
1136	0.02319795771
1137	0.02319644835
1138	0.02319282302
1139	0.02318953164
1140	0.02318757621
1141	0.02318356138
1142	0.02318127977
1143	0.02317768966
1144	0.02317591104
1145	0.02317239984
1146	0.02317132487
1147	0.02316540312
1148	0.02316367187
1149	0.02316042926
1150	0.02315785805
1151	0.02315519263
1152	0.0231517335
1153	0.02314802359
1154	0.02314617277
1155	0.02314172003
1156	0.02313865775
1157	0.02313680822
1158	0.02313445162
1159	0.02313328855
1160	0.02313105148
1161	0.02312717846
1162	0.02312385954
1163	0.02312037262
1164	0.02311829218
1165	0.02311477262
1166	0.02311182865
1167	0.02310980551
1168	0.02310875111
1169	0.02310526765
1170	0.02310257623
1171	0.02309882865
1172	0.02309566727
1173	0.02309271617
1174	0.0230909451
1175	0.02308898791
1176	0.02308589651
1177	0.02308413449
1178	0.02308088146
1179	0.02307819293
1180	0.02307565318
1181	0.02307371222
1182	0.02307212476
1183	0.02307034528
1184	0.02306874519
1185	0.02306739843
1186	0.02306565413
1187	0.02306401559
1188	0.0230615542
1189	0.02306042253
1190	0.02305805123
1191	0.02305585776
1192	0.02305353182
1193	0.02305112085
1194	0.02304897869
1195	0.02304731113
1196	0.02304330756
1197	0.02304071163
1198	0.02303717723
1199	0.02303308423
1200	0.02302949709
1201	0.02302773309
1202	0.02302487678
1203	0.02302302172
1204	0.02301748655
1205	0.02301562533
1206	0.02301428271
1207	0.02301088957
1208	0.02300843039
1209	0.02300661664
1210	0.02300433298
1211	0.02300187326
1212	0.02299874764
1213	0.02299624269
1214	0.02299223736
1215	0.02298973314
1216	0.02298679862
1217	0.02298486002
1218	0.02298291324
1219	0.02297998789
1220	0.02297855947
1221	0.02297644205
1222	0.02297517964
1223	0.02297227214
1224	0.02296891172
1225	0.02296606076
1226	0.02296454908
1227	0.0229623794
1228	0.0229585325
1229	0.02295658346
1230	0.0229551758
1231	0.02295244892
1232	0.02295023857
1233	0.02294776025
1234	0.02294609832
1235	0.02294416428
1236	0.02294239706
1237	0.02294025135
1238	0.02293834495
1239	0.02293435902
1240	0.02293237653
1241	0.02293138496
1242	0.02292814887
1243	0.0229251714
1244	0.02292279456
1245	0.02291970558
1246	0.0229180458
1247	0.02291752404
1248	0.02291394779
1249	0.02291174114
1250	0.02290979782
1251	0.02290835712
1252	0.02290647601
1253	0.02290539229
1254	0.02290307907
1255	0.02290053389
1256	0.02289882289
1257	0.02289606172
1258	0.02289386504
1259	0.02289127695
1260	0.02288781236
1261	0.02288532803
1262	0.02288507385
1263	0.0228830285
1264	0.02288130859
1265	0.02288056944
1266	0.02287745129
1267	0.02287509445
1268	0.02287337411
1269	0.02287085257
1270	0.02286872701
1271	0.02286560499
1272	0.02286495537
1273	0.02286218089
1274	0.02285957273
1275	0.02285636052
1276	0.02285423128
1277	0.02285129548
1278	0.0228473134
1279	0.02284408817
1280	0.02284200264
1281	0.0228398104
1282	0.02283779932
1283	0.02283481788
1284	0.02283296579
1285	0.02282942633
1286	0.02282690753
1287	0.0228256093
1288	0.02282379194
1289	0.02282160718
1290	0.02281825215
1291	0.0228170751
1292	0.02281600883
1293	0.02281311668
1294	0.02281195607
1295	0.02280877833
1296	0.02280680822
1297	0.02280374585
1298	0.02280165808
1299	0.02279938667
1300	0.02279830589
1301	0.022795322
1302	0.02279242068
1303	0.02279137914
1304	0.02278838345
1305	0.02278662076
1306	0.02278423904
1307	0.02278231282
1308	0.02278006194
1309	0.02277777991
1310	0.02277539983
1311	0.02277412918
1312	0.02277173582
1313	0.02276892885
1314	0.02276621649
1315	0.02276369787
1316	0.022762011
1317	0.02275901575
1318	0.02275732008
1319	0.02275452812
1320	0.02275333144
1321	0.02275085403
1322	0.02274907102
1323	0.02274689862
1324	0.02274360307
1325	0.0227419487
1326	0.02274059608
1327	0.02273675155
1328	0.02273360358
1329	0.02273062346
1330	0.02272712462
1331	0.0227256058
1332	0.02272381951
1333	0.02272052294
1334	0.0227192009
1335	0.02271741251
1336	0.02271423306
1337	0.02271178976
1338	0.0227083415
1339	0.02270601492
1340	0.02270323723
1341	0.0227016491
1342	0.0226999325
1343	0.0226978969
1344	0.0226946018
1345	0.02269166492
1346	0.02268993313
1347	0.02268727393
1348	0.02268422802
1349	0.02268274218
1350	0.02267959728
1351	0.02267855725
1352	0.02267657307
1353	0.02267422422
1354	0.02267090086
1355	0.02266963556
1356	0.02266655102
1357	0.02266486247
1358	0.02266263382
1359	0.02265980716
1360	0.02265709563
1361	0.02265347282
1362	0.02265182217
1363	0.0226488143
1364	0.02264694104
1365	0.02264364432
1366	0.02264211281
1367	0.02264021082
1368	0.02263885359
1369	0.02263735221
1370	0.02263490298
1371	0.02263299118
1372	0.02263027461
1373	0.02262767226
1374	0.02262610099
1375	0.02262409537
1376	0.02262104269
1377	0.022618054
1378	0.02261534749
1379	0.022613553
1380	0.0226114495
1381	0.02260908273
1382	0.02260720748
1383	0.02260359673
1384	0.02260227731
1385	0.02259926458
1386	0.0225973523
1387	0.02259673055
1388	0.02259488656
1389	0.02259249172
1390	0.02258883741
1391	0.02258481476
1392	0.02258177147
1393	0.02257935633
1394	0.0225780912
1395	0.02257541934
1396	0.02257365132
1397	0.02257092877
1398	0.02256951993
1399	0.02256634382
1400	0.02256497334
1401	0.02256182941
1402	0.02256058909
1403	0.02255770786
1404	0.0225560037
1405	0.02255274599
1406	0.02254974545
1407	0.02254811481
1408	0.02254543288
1409	0.02254247853
1410	0.02254035948
1411	0.02253772917
1412	0.02253588176
1413	0.02253313497
1414	0.02253162454
1415	0.02252920207
1416	0.02252772124
1417	0.02252595984
1418	0.02252473697
1419	0.02252194065
1420	0.02252008948
1421	0.02251808681
1422	0.02251725372
1423	0.02251541229
1424	0.02251332073
1425	0.02251243131
1426	0.02251082959
1427	0.02250825415
1428	0.02250620134
1429	0.02250442026
1430	0.02250212225
1431	0.02249997643
1432	0.02249784392
1433	0.02249643933
1434	0.02249467045
1435	0.02249338512
1436	0.02249145157
1437	0.02249001988
1438	0.02248843803
1439	0.02248619265
1440	0.02248496729
1441	0.02248312077
1442	0.02248148598
1443	0.02247899095
1444	0.02247670123
1445	0.02247491192
1446	0.0224726121
1447	0.02247116906
1448	0.02246994696
1449	0.02246696496
1450	0.02246313748
1451	0.0224604788
1452	0.0224578712
1453	0.02245615873
1454	0.02245361464
1455	0.0224520712
1456	0.02244901666
1457	0.02244750679
1458	0.02244577509
1459	0.02244277058
1460	0.02244231826
1461	0.02243844067
1462	0.02243588432
1463	0.02243372359
1464	0.02243245651
1465	0.02243092889
1466	0.0224297441
1467	0.0224277038
1468	0.02242425671
1469	0.0224234788
1470	0.02241906279
1471	0.02241662656
1472	0.02241499788
1473	0.02241196728
1474	0.02240981236
1475	0.0224080403
1476	0.02240538972
1477	0.02240399723
1478	0.02240233923
1479	0.02240082144
1480	0.02240004997
1481	0.02239864214
1482	0.02239669777
1483	0.02239613037
1484	0.02239430698
1485	0.02239338185
1486	0.0223901263
1487	0.02238606853
1488	0.02238456337
1489	0.02238239576
1490	0.02238051311
1491	0.02237839076
1492	0.0223760513
1493	0.02237406694
1494	0.02237282792
1495	0.02237064876
1496	0.02236801199
1497	0.02236645872
1498	0.02236443832
1499	0.02236258589
